desc,ja3_hash,ja3_str
Chrome 51.0.2704.84 5,8e3eea71cb5a932031d90cc0fba581bc,"769,255-49196-49195-49188-49187-49162-49161-49160-49200-49199-49192-49191-49172-49171-49170-157-156-61-60-53-47-10,0-10-11-13-13172-16-5-18,23-24-25,0"
Chrome 51.0.2704.84 6,653924bcb1d6fd09a048a4978574e2c5,"769,49195-49199-49196-49200-52393-52392-52244-52243-49161-49171-49162-49172-156-157-47-53-10,65281-0-23-35-13-5-18-16-30032-11-10-21,29-23-24,0"
Chrome 51.0.2704.84 7,1ef652ecfb8e60e771a4710166afc262,"769,49195-49199-49196-49200-52393-52392-52244-52243-49161-49171-49162-49172-156-157-47-53-10,65281-0-23-35-13-5-18-16-11-10-21,29-23-24,0"
Chrome WebSockets (48.xxxx) - also TextSecure Desktop,cafd1f84716def1a414c688943b99faf,"769,49195-49199-158-52244-52243-49162-49172-57-49161-49171-51-156-53-47-10,65281-0-23-35-13-5-18-30032-11-10-21,23-24,0"
Chrome WebSockets (48.xxxx),62d8823f52dd8e1ba75a9a83e8748313,"769,49195-49199-158-52244-52243-49162-49172-57-49161-49171-51-156-53-47-10,65281-0-23-35-13-5-18-30032-11-10,23-24,0"
Chrome/22.0.1229.96,3c8cb61208e191af38b1fbef4eacd502,"770,49162-49172-136-135-57-56-49167-49157-132-53-49159-49161-49169-49171-69-68-102-51-50-49164-49166-49154-49156-150-65-5-4-47-49160-49170-22-19-49165-49155-65279-10,0-65281-10-11-35-13172-5,23-24-25,0"
Chrome/30.0.1599.101,c405bbbe31c0e53ac4c8448355b2af5b,"771,49162-49172-57-107-53-61-49159-49161-49187-49169-49171-49191-51-103-50-5-4-47-60-10,0-65281-10-11-35-13172-16-30031-5-13,23-24-25,0"
Chrome/41.0.2272.89,2c3221f495d5e4debbb34935e1717703,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-49159-49169-156-53-47-5-4-10-255,0-23-35-13-5-13172-18-16-30032-11-10-21,23-24-25,0"
Cisco AnyConnect Secure Mobility Client (3.1.09013),7f340e6caa1fa4c979df919227160ff6,"769,53-47-10-5-4-255,,,"
Citrix Receiver 4.4.0.8014,203157ed9f587f0cfd265061bf309823,"769,157-156-53-47-5-4-10-255,13-5,,"
Customised Postfix - Damnit Matt,f865de0807a17e9cb797e618162356db,"769,49199-49200-49171-49172-49191-49192-158-159-51-57-103-107-49196-49188-49162-165-163-161-106-105-104-56-55-54-136-135-134-133-49177-167-109-58-137-49202-49198-49194-49190-49167-49157-157-61-53-132-49195-49187-49161-164-162-160-64-63-62-50-49-48-154-153-152-151-69-68-67-66-49176-166-108-52-155-70-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49170-49160-22-19-16-13-49175-27-49165-49155-10-49169-49159-49174-24-49164-49154-5-4-255,11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
DropBox (tested: 3.12.5 - Ubuntu 14.04TS & Win 10),653d342bee5001569662198a672746af,"769,49172-49171-49169-57-51-53-47-255,0-11-10-35-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Dropbox (Win 8.1),482a11a20da1629b77aaadf640478d13,"769,49172-49171-49169-57-51-53-47-255,0-35,,"
Dropbox (installer?),ede63467191e9a12300e252c41ca9004,"769,49172-49171-53-47-49162-49161-56-50-10-19,65281-0-5-10-11-35,23-24,0"
Dropbox Setup (tested: 3.10.11 on Win 8.x),2f8363419a9fb80ad46b380778d8eaf1,"769,49172-49171-53-47-49162-49161-56-50-10-19,0-5-10-11-35-65281,23-24,0"
Dropbox Splash Pages (Win 10),c1e8322501b4d56d484b50bd7273e798,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-65-49169-49159-49164-49154-5-4-255,0-11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Dropbox Windows,6c141f98cd79d8b505123e555c1c3119,"769,49162-49161-49172-49171-53-47-10-56-50-19-5-4,0-5-10-11-35-23-65281,23-24,0"
Dropbox,36bc8c7e10647bbfea3f740e7f05c0f1,"769,49200-49192-49172-49199-49191-49171-159-107-57-158-103-51-157-61-53-156-60-47-255,0-11-10-35-13,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Facebook iOS,576a1288426703ae0008c42f95499690,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-49202-49198-49194-49190-49167-49157-157-61-53-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-49201-49197-49193-49189-49166-49156-156-60-47-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,0-11-10-35-13-13172,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
FireFox 40.0.3 (tested Windows 8),2872afed8370401ec6fe92acb53e5301,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-13172-16-5-13-21,23-24-25,0"
FireFox 49 (TLSv1.3 enabled - I think websockets),1996e434b11323df4e87f8fe0e702209,"769,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-65282-40-13,23-24-25,0"
FireFox 49 (TLSv1.3 enabled),8ed0a2cdcad81fc29313910eb94941d8,"769,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-65282-40-13-21,23-24-25,0"
FireFox 49 (dev edition),f586111542f330901d9a3885a9c821b5,"769,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-13,23-24-25,0"
Firefox 24.0 Iceweasel24.3.0,3d99dda4f6992b35fdb16d7ce1b6ccba,"769,49162-49161-49171-49172-49160-49170-49159-49169-51-50-69-68-57-56-136-135-22-19-49156-49166-49157-49167-49155-49165-49154-49164-47-65-53-132-150-65279-10-5-4,0-65281-10-11-35-13172,23-24-25,0"
Firefox 25.0,c57914fadb301a73e712378023b4b177,"769,255-49162-49172-136-135-57-56-49167-49157-132-53-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-150-65-5-4-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35-13172-5,23-24-25,0"
Firefox 26.0,755cdaa3496eb8728247a639dee17aad,"769,255-49162-49172-136-135-57-56-49167-49157-132-53-49161-49159-49171-49169-69-68-51-50-49166-49164-49156-49154-150-65-47-5-4-49160-49170-22-19-49165-49155-65279-10,0-10-11-35-13172-5,23-24-25,0"
Firefox 27.0,ff9223b5c9a5d44a8a423833751fa158,"769,49195-49199-49161-49171-49162-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4,0-65281-10-11-35-13172-5-13,23-24-25,0"
Firefox 3.0.19,df9bedd5713fe0cc2e9184d7c16a5913,"769,49162-49172-136-135-57-56-49167-49157-132-53-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-65-4-5-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35,23-24-25,0"
Firefox 3.5 - 3.6,4a9bd55341e1ffe6fedb06ad4d3010a0,"769,255-49162-49172-136-135-56-49167-49157-132-53-57-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-150-65-4-5-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35,23-24-25,0"
Firefox 3.5.19  3.6.27  SeaMonkey 2.0.14,4a9bd55341e1ffe6fedb06ad4d3010a0,"769,255-49162-49172-136-135-56-49167-49157-132-53-57-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-150-65-4-5-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35,23-24-25,0"
Firefox 46.0,46129449560e5731dc9c5106f111a3db,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-13-21,23-24-25,0"
Firefox 46.0,d06b3234356cb3df0983fc8dd02ece68,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-13,23-24-25,0"
Firefox 47.0 2,05ece02fb23acf2efbfff54ce4099a45,"769,49195-49199-52393-52392-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-13-21,23-24-25,0"
Firefox 47.x 1 / FireFox 47.x (Windows 7SP1),aa907c2c4720b6f54cd8b67a14cef0a3,"769,49195-49199-52393-52392-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-13,23-24-25,0"
Firefox 49.0a2 Developer TLS 1.3 enabled,8b18c5b0c54cba1ffb2438fe24792b63,"769,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-13172-16-5-65282-40-13,23-24-25-256,0"
Firefox/10.0.11esrpre Iceape/2.7.12,55f2bd38d462d74fb6bb72d3630aae16,"769,255-49162-49172-136-135-56-49167-49157-132-53-57-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-150-65-5-4-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35,23-24-25,0"
Firefox/13.0-25.0,85c420ab089dac5025034444789a8fb5,"769,255-49162-49172-136-135-57-56-49167-49157-132-53-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-150-65-5-4-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35-13172,23-24-25,0"
Firefox/25.0,e98db583389531a37f2fe8d251f0f7ae,"769,255-49162-49172-136-135-57-56-49167-49157-132-53-49161-49159-49171-49169-69-68-51-50-49166-49164-49156-49154-150-65-47-5-4-49160-49170-22-19-49165-49155-65279-10,0-10-11-35-13172,23-24-25,0"
Firefox/26.0,755cdaa3496eb8728247a639dee17aad,"769,255-49162-49172-136-135-57-56-49167-49157-132-53-49161-49159-49171-49169-69-68-51-50-49166-49164-49156-49154-150-65-47-5-4-49160-49170-22-19-49165-49155-65279-10,0-10-11-35-13172-5,23-24-25,0"
Firefox/27.0-32.0,cc9bcf019b339c01d200515d1cb39092,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4,0-65281-10-11-35-13172-5-13,23-24-25,0"
Firefox/28.0-30.0,45d22e6403f053bfb2cc223755588533,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4,0-65281-10-11-35-13172-5-13-35655,23-24-25,0"
Firefox/32.0,8df37d4e7430e2d9a291ae9ee500a1a9,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4,0-65281-10-11-35-13172-5-13-21,23-24-25,0"
Firefox/33.0,c5392af25feaf95cfefe858abd01c86b,"769,49195-49199-49162-49161-49171-49172-49159-49169-51-50-57-47-53-10-5-4,0-65281-10-11-35-13172-5-13-21,23-24-25,0"
Firefox/33.0,5ba6ed04b246c96c6839e0268a8b826f,"769,49195-49199-49162-49161-49171-49172-49159-49169-51-50-57-47-53-10-5-4,0-65281-10-11-35-13172-5-13,23-24-25,0"
Firefox/34.0-35.00,ab834ac5135f2204d473878821979cea,"769,49195-49199-49162-49161-49171-49172-49159-49169-51-50-57-47-53-10-5-4,0-65281-10-11-35-13172-16-5-13-21,23-24-25,0"
Firefox/34.0-35.00,9250f97ba65d86e7b0e60164c820d91a,"769,49195-49199-49162-49161-49171-49172-49159-49169-51-50-57-47-53-10-5-4,0-65281-10-11-35-13172-16-5-13,23-24-25,0"
Firefox/37.0,2872afed8370401ec6fe92acb53e5301,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-13172-16-5-13-21,23-24-25,0"
Firefox/37.0,514058a66606ae870bcc670e95ca7e68,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-13172-16-5-13,23-24-25,0"
Firefox/6.0.1 - 12.0,2aef69b4ba1938c3a400de4188743185,"769,255-49162-49172-136-135-57-56-49167-49157-132-53-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-150-65-4-5-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35,23-24-25,0"
Firefox/52,ca0f3f4c08cbd372720beb1af7d2721f,"769,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10,0-23-65281-10-11-35-16-5-18-65283-13-0,29-23-24-25,0"
Flux,504ecb2d3e5e83a179316f098dadbaeb,"769,255-49196-49195-49188-49162-49187-49161-49200-49199-49192-49191-49171,0-10-11-13-13172-16-5-18,23-24-25,0"
FullTilt Poker v16.5 (OS X) #1,a6090977601dc1345948f101e46d5759,"769,51-57-255,35,,"
FullTilt Poker v16.5 (OS X) or DropBox,f1b9f86645cb839bd6992e848d943898,"769,57-56-53-22-19-10-51-50-47-5-4-255,0-35,,"
GMail SMTP Relay,a3b2fe29619fdcb7a9422b8fddb37a67,"769,49195-49199-49159-49169-49161-49171-49162-49172-156-5-4-47-10-53-51-57-255,0-35-13-11-10-23,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
GNU Wget 1.16.1 built on darwin14.0.0,94b94048a438e77122fc4eee3a6a4a26,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,0-11-10-35-13-15,14-13-25-28-11-12-27-24-9-10-26-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
GNUTLS Commandline,0267b752d6a8b5fd195096b41ea5839c,"769,49195-49196-49286-49287-49161-49187-49162-49188-49266-49267-49160-49159-49199-49200-49290-49291-49171-49191-49172-49192-49270-49271-49170-49169-156-157-49274-49275-47-60-53-61-65-186-132-192-10-5-4-158-159-49276-49277-51-103-57-107-69-190-136-196-22-162-163-49280-49281-50-64-56-106-68-189-135-195-19-102,5-0-65281-35-10-11-13,23-24-25-21-19,0"
Git-Bash (Tested v2.6.0) / curl 7.47.1 (cygwin),d0df7f7c9ca173059b2cd17ce5c2e5cc,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49170-49160-22-19-16-13-49165-49155-10-255,0-11-10-13-15-13172-16-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
GitHub Desktop (tested build 216 on OSX),f8c50bbee59c526ca66da05f3dc4b735,"769,255-49196-49195-49188-49162-49187-49161-49200-49199-49192-49191-49171,0-10-11-13-5-18,23-24-25,0"
Glympse Location Tracking??,c5cbafbbcf53dfbfc2a803ca3833fce2,"769,49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-20-17-8-6-3-255,0-11-10-35,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Google Calendar Agent (Tested on OSX),07ef3a7f5f8ffef08affb186284f2af4,"769,255-49196-49195-49188-49187-49162-49161-49160-49200-49199-49192-49191-49172-49171-49170-157-156-61-60-53-47-10-49159-49169-5-4,0-10-11-13172-16-5-18,23-24-25,0"
Google Chrome (43.0.2357.130 64-bit OSX),abe568de919448adcd756aea9a136aea,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-16-11-10-21,23-24,0"
Google Chrome (Android),400961c8161ba7661a7029d3f7e8bb95,"769,52244-52243-52245-49195-49199-158-49162-49172-57-49161-49171-51-49159-49169-156-53-47-5-4-10-255,0-23-35-13-5-13172-18-16-30032-11-10,23-24-25,0"
Google Chrome (tested: 43.0.2357.130 64-bit OSX),072c0469aa4f2f597bb38bcc17095c51,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-16-11-10,23-24,0"
Google Chrome (tested: 43.0.2357.130 64-bit OSX),c40b51e2a59425b6a2b500d569962a60,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-16-30032-11-10-21,23-24,0"
Google Chrome (tested: 43.0.2357.130 64-bit OSX),696cd0c8c241e19e3d6336c3d3d9e2e0,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-16-30032-11-10,23-24,0"
Google Chrome 45.0.2454.101,e8aabc4fe1fc8d47c648d37b2df7485f,"769,49195-49199-158-49162-49161-49171-49172-51-57-156-47-53-10,0-65281-10-11-35-13172-16-30032-5-18-13,23-24-25,0"
Google Chrome 45.0.2454.85 or FireFox 41-42,514058a66606ae870bcc670e95ca7e68,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-13172-16-5-13,23-24-25,0"
Google Chrome 46.0.2490.71 m,7ea3e17d09294aee8425ae05588f0c66,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10,65281-0-23-35-13-5-13172-18-16-30032-11-10-21,23-24,0"
Google Chrome 46.0.2490.71,a9030ea4837810ce89fb8a3d39ca12ed,"769,52244-52243-52245-49195-49199-158-49162-49172-57-49161-49171-51-156-53-47-10,65281-0-23-35-13-5-13172-18-16-30032-11-10,23-24,0"
Google Drive (tested: 1.26.0707.2863 - Win 8.x & Win 10),c1741dd3d2eec548df0bcd89e08fa431,"769,49172-49162-49167-49157-57-56-49171-49161-49166-49156-51-50-49170-49160-49165-49155-136-135-69-68-22-19-53-47-132-65-10-255,0-11-10-35-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Google Earth Linux 7.1.4.1529,b16614e71d26ba348c94bfc8e33b1767,"769,136-135-57-56-132-53-69-68-102-51-50-150-65-4-5-47-22-19-65279-10,0-65281-10-11-35-5,23-24-25,0"
Google Mail server starttls connection,9af622c65a17a0bf90d6e9504be96a43,"769,49195-49199-49200-49161-49171-49162-49172-156-157-47-10-53-51-57-49159-49169-5-4,65281-0-23-35-13-11-10,29-23-24,0"
GoogleBot,50dfee94717e9640b1c384e5bd78e61e,"769,49195-49199-49200-49161-49171-49162-49172-156-157-47-10-53-51-57,65281-0-23-35-13-13172-11-10,29-23-24,0"
Great Firewall of China Probe (via pcaps from https://nymity.ch/active-probing/),e76ac6872939f6ebfdf75f1ea73b4daf,"769,57-56-53-22-19-10-51-50-47-5-255,35,,"
HipChat,d9b07b9095590f4ff910ceee7b6af88a,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-141-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-140-49169-49159-49164-49154-5-4-138-255,0-11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
IE 11,78273d33877a36c0c30e3fb7578ee9e7,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-16-13172-65281,23-24,0"
IE 11,4cafc7a0acf83a49317ca199b2f25c82,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-65281,23-24,0"
IceWeasel 31.8.0,cc9bcf019b339c01d200515d1cb39092,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4,0-65281-10-11-35-13172-5-13,23-24-25,0"
In all the malware samples - Java updater perhaps,a61299f9b501adcf680b9275d79d4ac6,"771,49187-49191-60-49189-49193-103-64-49161-49171-47-49156-49166-51-50-49195-49199-156-49197-49201-158-162-49160-49170-10-49155-49165-22-19-49159-49169-5-49154-49164-4-255,10-11-13-0,23-1-3-19-21-6-7-9-10-24-11-12-25-13-14-15-16-17-2-18-4-5-20-8-22,0"
Internet Explorer 11 .0.9600.1731.(Win 8.1),a6776199188c09f5124b46b895772fa2,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,65281-0-5-10-11-13-35-16-13172,23-24,0"
Internet Explorer 11.0.9600.17959,a264c0bb146b2fade4410bcd61744b69,"771,49192-49191-49172-49171-159-158-157-156-49196-49195-49188-49187-49162-49161-61-60-53-47-106-64-56-50-10-19,0-5-10-11-13-65281,23-24-25,0"
Internet Explorer 11.0.9600.18349 / TeamViewer 10.0.47484P / Notepad++ Update Check / Softperfect Network Scanner Update Check / Wireshark 2.0.4 Update Check,d54b3eb800cbeccf99fd5d5cdcd7b5b5,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19-5-4,0-5-10-11-13-23-65281,23-24,0"
Java 8U91 Update Check,2db6873021f2a95daa7de0d93a1d1bf2,"771,49187-49191-60-49189-49193-103-64-49161-49171-47-49156-49166-51-50-49195-49199-156-49197-49201-158-162-49160-49170-10-49155-49165-22-19-255,10-11-13-0,23-1-3-19-21-6-7-9-10-24-11-12-25-13-14-15-16-17-2-18-4-5-20-8-22,0"
K9 Mail (Android),ced7418dee422dd70d2a6f42bb042432,"769,49172-49162-57-56-53-49171-49161-51-50-47-49169-49159-5-49195-49196-49199-49200-158-159-156-157-255,11-10-13,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Konqueror 4.14.18 (openSUSE Leap 42.1) 2,8194818a46f5533268472f2167ffec70,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-255,0-11-10-35-13-15-21,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
Konqueror 4.14.18 / Kmail 4.14.18 (openSUSE Leap 42.1) 1,78253eb48a1431a4bbbe6bb4358464ac,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-255,0-11-10-35-13-15,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
Konqueror 4.8,0e0b798d0208ad365eec733b29da92a6,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-21-18-9-255,11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
MS Edge,8d2e46c9e2b1ee9b1503cab4905cb3e0,"771,49196-49195-49200-49199-159-158-49188-49187-49192-49191-49162-49161-49172-49171-157-156-61-60-53-47-10-106-64-56-50-19,0-5-10-11-13-35-16-23-65281,23-24,0"
MS Office Components,f66b0314f269695fe3528ef39a27c158,"769,49172-49171-49162-49161-53-47-56-50-10-19,0-10-11-65281,25-23-24,0"
MSIE 10.0 Trident/6.0,2201d8e006f8f005a6b415f61e677532,"769,47-53-5-10-49171-49172-49161-49162-50-56-19-4,65281-0-5-10-11,23-24,0"
MSIE 10.0 Trident/6.0),7b3b37883b5e80065b35f27888ed2b04,"769,47-53-5-10-49171-49172-49161-49162-50-56-19-4,65281-0-5-10-11-35,23-24,0"
MSIE 8.0 & 9.0 Trident/5.0),2baf01616e930d378df97576e2686df3,"769,47-53-5-10-49161-49162-49171-49172-50-56-19-4,0-5-10-11-65281,23-24-25,0"
Mail app iOS,0cbbafcdaf63cbf1e490c4a2d903f24b,"769,255-49188-49187-49162-49161-49160-49192-49191-49172-49171-49170-49190-49189-49157-49156-49155-49194-49193-49167-49166-49165-107-103-57-51-22-61-60-53-47-10-49159-49169-49154-49164-5-4,0-10-11,23-24-25,0"
Malware: Dridex,67f762b0ffe3aad00dfdb0e4b1acd8b5,"769,47-53-5-10-49171-49172-49161-49162-50-56-19-4,65281-5-10-11,23-24,0"
Malware: Gootkit,a34e8a810b5f390fc7aa5ed711fa6993,"769,49169-49159-49164-49154-5-49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-69-68-49166-49156-47-65-49170-49160-22-19-49165-49155-10-255,0-11-10-35-13172,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Malware: Gootkit,c6e36d272db78ba559429e3d845606d1,"769,49169-49159-49164-49154-5-49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-69-68-49166-49156-47-65-49170-49160-22-19-49165-49155-10-255,11-10-35-13172,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Malware: TBot / Skynet Tor Botnet,b50f81ae37fb467713e167137cf14540,"769,49162-49172-57-56-49167-49157-53-49159-49161-49169-49171-51-50-49164-49166-49154-49156-4-5-47-49160-49170-22-19-49165-49155-65279-10-255,0-11-10-35,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25,0-1-2"
Malware: Unknown traffic associated with Dridex,b9103d9d134e0c59cafbe4ae0a8299a8,"768,5-10-19-4-255,,,"
Malware: https://www.virustotal.com/en/file/802d683b596d7ce7ae373b15fa4a8e8c2a237bd15bc8ef655fbd2c41239fa2c8/analysis/1433178940/,84a315236aceb31ad56f5647dc64f793,"769,49172-49162-57-56-49167-49157-53-136-135-132-49171-49161-51-50-49166-49156-47-154-153-69-68-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-20-17-8-6-3-255,11-10-35-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Malware: https://www.virustotal.com/file/07853289247c4c932ddfbf4c215b4e86240fab6661a6d6a85ac8ee37fe92b9be/analysis/1433596684/o,73fab4ba757fdd5aac4729eb20f07c04,"769,52244-52243-49195-49199-158-49162-49161-49171-49172-49159-49169-51-50-57-156-47-53-10-5-4,0-65281-10-11-35-13172-16-30032-5-18-13,23-24-25,0"
Malware: https://www.virustotal.com/file/bbb3fbd2e8289d04733f8f005dc6410b050bee193a12ddf2f819141834e9c8fa/analysis/1433054369/,4954bf2b5e6592b390a89d3b1dbe550a,"769,52244-52243-52245-49195-49199-158-49162-49172-57-49161-49171-51-49159-49169-156-53-47-5-4-10-255,0-23-35-13-5-13172-18-16-11-10,23-24,0"
